tools (comparison order: row x column),SC_NRP_A,SIC_NRP_A,UC_NRP_A
SC_NRP_A P Value,1.0,0.001479618896442103,0.11536235969206343
SC_NRP_A Cohen D,0.0,Large,Medium
SC_NRP_A Cliff's delta,0.0,0.4777777777777778,0.23666666666666666
SIC_NRP_A P Value,0.001479618896442103,1.0,0.020278491165597767
SIC_NRP_A Cohen D,Large,0.0,Medium
SIC_NRP_A Cliff's delta,-0.4777777777777778,0.0,-0.3488888888888889
UC_NRP_A P Value,0.11536235969206343,0.020278491165597767,1.0
UC_NRP_A Cohen D,Medium,Medium,0.0
UC_NRP_A Cliff's delta,-0.23666666666666666,0.3488888888888889,0.0
